,Age,Gender,City,yearsExperience,SeniorityLevel,salary,MainLanguage,CompanySize,CompanyType
2105,38,M,Koblenz,20,Senior,44000,German,11-50,Systemhaus
2106,22,M,Warsaw,3,Middle,27000,Polish,51-100,Consulting / Agency
2107,30,M,Berlin,9,Lead,90000,English,101-1000,Product
2108,30,M,Hamburg,6,Middle,60000,English,101-1000,Product
2109,29,M,Munich,8,Senior,73000,English,1000+,Product
2110,37,M,Heidelberg,15,Senior,67500,English,1000+,Product
2111,28,M,Berlin,6,Middle,66000,English,1000+,Product
2112,28,F,Berlin,8,Lead,80000,English,101-1000,Product
2113,26,M,Karlsruhe,5,,55000,50/50,11-50,Consulting / Agency
2114,28,M,Stuttgart,5,Middle,55000,German,101-1000,Product
2115,33,M,Berlin,13,Senior,75000,English,1000+,Product
2116,25,M,Berlin,5,Senior,60000,,,
2117,38,M,Köln,7,Middle,54500,German,11-50,Consulting / Agency
2118,40,M,Frankfurt,22,Senior,72000,German,1000+,Product
2119,28,M,Munich,9,Senior,60000,English,up to 10,Startup
2120,29,M,Berlin,11,Senior,85000,English,51-100,Product
2123,30,M,Berlin,4,Senior,65000,English,101-1000,Product
2124,31,M,Munich,11,Middle,75000,English,1000+,Product
2125,44,M,Munich,28,Senior,78500,English,51-100,Product
2126,35,M,Düsseldorf,5,Senior,56000,English,101-1000,Product
2127,41,F,Munich,12,Senior,68000,German,101-1000,Consulting / Agency
2128,32,M,Berlin,12,Senior,83000,English,1000+,Product
2129,28,F,Mannheim,4,Junior,53000,English,1000+,Consulting / Agency
2131,33,M,Berlin,10,Middle,65000,English,1000+,Product
2132,46,M,Munich,10,Senior,68500,English,51-100,Startup
2133,27,M,Berlin,8,Middle,45000,English,51-100,Product
2135,32,M,Berlin,5,Middle,72000,English,11-50,Product
2136,34,M,Berlin,15,Lead,80000,English,1000+,Product
2137,33,M,Berlin,10,Senior,68000,English,11-50,Startup
2139,41,M,Berlin,19,Lead,95500,English,1000+,Product
2140,35,M,Cologne,14,Senior,72000,English,101-1000,Product
2141,26,M,Hamburg,7,Senior,72000,German,101-1000,Consulting / Agency
2142,27,M,Berlin,3,Middle,65000,English,101-1000,Startup
2143,24,M,Munich,3,Middle,77600,English,1000+,Product
2144,35,M,Hamburg,13,Lead,95000,English,51-100,Startup
2145,31,M,Dusseldorf,7,Senior,50400,English,1000+,Product
2146,25,M,Berlin,5,Middle,80000,English,1000+,Startup
2150,33,M,Berlin,5,Senior,70000,German,101-1000,Product
2151,35,M,Berlin,11,Senior,74400,English,101-1000,Product
2152,37,M,Hamburg,15,Senior,70000,English,11-50,Startup
2153,36,M,Hamburg,10,Senior,82000,German,51-100,Product
2154,32,F,Cologne,4,Senior,85000,English,1000+,consumer goods
2155,38,M,Berlin,5,Lead,80000,English,101-1000,Startup
2156,23,M,Berlin,4,Middle,70500,English,1000+,Product
2157,39,M,Stuttgart,11,Lead,75000,English,101-1000,Product
2158,27,F,Berlin,3,Middle,58000,English,51-100,Product
2159,50,M,Berlin,29,Lead,28800,German,11-50,IT-Outsourcing
2160,35,F,Berlin,15,Middle,53000,English,1000+,Product
2161,40,M,Berlin,10,Middle,89000,English,101-1000,
2162,35,M,Helsinki,11,Senior,66000,English,101-1000,Product
2163,29,M,Berlin,10,Senior,80000,English,101-1000,Product
2164,30,M,Munich,8,Lead,75000,English,11-50,Startup
2165,24,M,Frankfurt,3,Middle,44000,English,51-100,Product
2166,28,M,Würzburg,8,Senior,75000,English,101-1000,Product
2167,28,M,Berlin,9,Senior,60000,English,11-50,Product
2168,37,F,Berlin,2,Middle,70000,English,up to 10,Startup
2169,37,M,Berlin,8,Senior,76900,English,101-1000,Product
2170,33,M,Berlin,10,Lead,85000,English,1000+,Startup
2171,30,M,Kiev,8,Middle,27000,Русский,51-100,Product
2172,30,M,Munich,4,Middle,55000,English,1000+,Product
2173,31,M,Berlin,4,Lead,95000,English,1000+,Startup
2175,28,F,Berlin,3,Middle,60000,English,101-1000,Startup
2176,31,F,Munich,2,Middle,58000,German,1000+,Product
2177,34,M,Berlin,9,Senior,72000,English,1000+,Product
2178,24,M,Berlin,4,Middle,46000,English,51-100,Startup
2179,39,M,Berlin,15,Senior,70000,English,101-1000,Product
2180,42,M,Den Haag,20,Senior,75000,English,101-1000,Product
2181,26,M,London,8,Senior,105000,English,1000+,Startup
2182,31,F,Frankfurt,2,Junior,50000,English,1000+,Consulting / Agency
2183,32,F,Berlin,7,Senior,63000,English,1000+,Product
2184,30,F,Berlin,4,Middle,52000,English,51-100,Startup
2185,23,M,Berlin,3,Lead,65000,English,51-100,Startup
2186,27,F,Berlin,3,Middle,60000,English,11-50,
2187,27,M,Amsterdam,4,Middle,62000,English,1000+,Product
2188,27,M,Berlin,5,Lead,90000,English,11-50,Startup
2189,29,M,Berlin,8,Senior,69000,English,1000+,Product
2190,32,M,Munich,10,Senior,88000,English,1000+,Product
2191,31,M,Berlin,11,Senior,81000,English,101-1000,Startup
2193,26,M,Berlin,7,Middle,60000,English,101-1000,Startup
2194,29,M,Berlin,5,Middle,56000,English,11-50,Product
2195,30,M,Hamburg,7,Senior,55000,English,101-1000,Product
2196,38,M,Berlin,10,Senior,70000,English,1000+,Product
2198,25,M,Berlin,6,Middle,100000,English,1000+,Product
2199,24,M,Berlin,3,Junior,48000,English,1000+,Game Company
2200,24,M,Tallinn,3,Junior,30000,English,11-50,Product
2202,34,F,Berlin,6,Senior,67500,English,1000+,Product
2203,30,M,Utrecht,2,Middle,48000,English,1000+,Product
2204,27,F,Munich,2,Middle,64000,English,101-1000,Startup
2205,46,M,Frankfurt,23,Senior,90000,German,1000+,Consulting / Agency
2206,48,M,Berlin,0,Senior,68500,English,1000+,Startup
2207,42,F,Munich,12,No level ,47500,German,51-100,Product
2208,40,F,Berlin,8,Senior,57000,German,51-100,Product
2209,23,M,Stockholm,5,Senior,45600,English,up to 10,Consulting / Agency
2210,33,M,Berlin,0,Senior,90000,English,1000+,Product
2211,30,M,Moscow,2,Junior,50000,English,101-1000,Product
2212,40,M,Braunschweig ,11,Senior,75000,German,1000+,Financial 
2213,38,M,Dresden,10,Lead,62000,German,51-100,Product
2214,28,M,Kyiv,5,Senior,45000,English,11-50,Product
2215,38,M,Berlin,16,Senior,83000,English,1000+,Startup
2216,32,M,Hamburg,12,Senior,66300,German,101-1000,Product
2217,33,F,Berlin,6,Middle,65000,English,1000+,Startup
2218,34,M,Berlin,13,Lead,85000,English,1000+,Product
2219,35,F,Stuttgart ,9,Middle,60000,English,101-1000,Consulting / Agency
2220,37,M,Stuttgart ,9,Senior,60000,English,101-1000,Consulting / Agency
2221,40,M,Stuttgart,14,Senior,95000,German,1000+,Product
2222,33,M,Berlin,10,Director,100000,English,1000+,Product
2223,36,M,Munich,15,Senior,79300,German,1000+,Product
2224,31,F,Berlin,0,Senior,60000,English,1000+,Product
2225,27,M,Frankfurt,5,Middle,48000,English,up to 10,Consulting / Agency
2226,28,M,Berlin,6,Middle,60000,English,101-1000,eCommerce
2227,23,M,Warsaw,4,Middle,34000,English,up to 10,Product
2228,31,F,Berlin,11,Middle,57000,English,101-1000,Startup
2230,34,M,Tallinn,12,Middle,54000,English,101-1000,Product
2231,34,M,Berlin,10,Senior,60000,English,11-50,Product
2232,29,M,Tallinn,7,Senior,65000,English,101-1000,Startup
2233,38,M,Munich,15,Senior,80000,English,51-100,Corporation
2234,25,F,Berlin,4,Middle,60000,English,11-50,Startup
2235,28,M,Berlin,6,Senior,66000,English,,
2236,23,M,Berlin,3,Middle,60000,English,1000+,Product
2237,30,M,Munich,10,Senior,75000,English,1000+,Product
2238,32,M,Berlin,10,Middle,85000,English,101-1000,Product
2239,28,M,Berlin,2,Junior,47000,German,1000+,Publishing and Technology
2240,31,M,Berlin,4,Junior,62000,German,1000+,Product
2241,29,M,Berlin,6,Middle,56000,English,11-50,Startup
2242,40,F,Berlin,0,Junior,50000,English,51-100,Startup
2243,42,M,Berlin,17,Senior,75000,English,101-1000,Startup
2244,40,M,Berlin,13,Head,90000,English,1000+,Product
2245,27,M,Berlin,6,Middle,82000,English,1000+,Product
2246,29,M,Munich,8,Middle,75000,English,1000+,Product
2248,23,M,Berlin,5,Middle,53000,English,101-1000,Product
2249,35,M,Munich,14,Senior,77000,English,101-1000,Startup
2251,33,M,Lübeck,10,Middle,55000,German,101-1000,Product
2252,31,M,Berlin,10,Lead,82000,English,101-1000,Startup
2253,38,M,Berlin,15,Head,100000,English,101-1000,Startup
2254,31,M,Hamburg,3,Lead,70000,English,11-50,Startup
2255,24,M,Cologne,1,,57600,English,11-50,Consulting / Agency
2256,26,F,Berlin,2,Junior,47000,English,11-50,Consulting / Agency
2257,30,M,Berlin,10,Senior,70000,English,11-50,Startup
2258,33,M,Munich,9,Lead,100000,German,51-100,Product
2259,33,M,Munich,11,Senior,65000,English,51-100,Startup
2260,31,M,Berlin,10,Senior,80000,English,1000+,Product
2261,33,M,Nuremberg ,2,Middle,54000,English,1000+,Market Research 
2262,43,M,Munich,21,Senior,72000,German,101-1000,Consulting / Agency
2263,36,M,Berlin,14,Senior,78000,English,11-50,Startup
2264,33,M,Nürnberg,9,Senior,60000,German,1000+,Consulting / Agency
2265,36,F,Berlin,1,Middle,60000,English,51-100,Consulting / Agency
2266,27,F,Munich,1,Junior,50000,English,11-50,Startup
2268,33,M,Berlin,2,Middle,62000,English,101-1000,Product
2269,40,M,Berlin,11,Senior,60000,German,101-1000,Product
2270,24,F,Berlin,2,Middle,58000,German,11-50,Consulting / Agency
2271,40,M,Bodensee,17,Lead,81000,German,11-50,Product
2272,37,M,Munich,13,Lead,70000,English,11-50,Product
2273,35,M,Frankfurt,6,Senior,80000,English,11-50,Product
2274,39,M,Berlin,7,Senior,70000,English,101-1000,Startup
2275,25,M,Berlin,6,Middle,63700,English,1000+,eCommerce
2276,27,M,Berlin,4,Middle,65000,English,101-1000,Product
2277,30,M,Berlin,3,Junior,30000,English,11-50,Product
2278,28,M,Berlin,4,Middle,70000,English,101-1000,Product
2279,36,F,Munich,10,Middle,48000,German,101-1000,Product
2280,29,F,Berlin,9,Lead,66000,English,101-1000,Startup
2281,37,M,Berlin,3,,67000,English,1000+,Product
2282,34,M,Berlin,10,Senior,70000,English,51-100,Product
2283,28,F,Berlin,4,Middle,65000,English,101-1000,
2287,32,M,Berlin,6,Middle,58000,German,1000+,Product
2288,37,M,Berlin,6,Middle,69200,English,101-1000,SaaS
2289,32,M,Munich,7,Senior,72000,English,11-50,Startup
2290,28,M,Berlin,4,Key,57000,English,101-1000,Product
2291,35,M,Munich,16,Lead,84000,English,101-1000,Product
2292,26,M,Berlin,5,Middle,59000,English,101-1000,Startup
2293,32,M,Berlin,7,Middle,68000,English,101-1000,Startup
2294,29,M,Berlin,5,Middle,68000,English,1000+,Startup
2295,36,M,Berlin,10,Senior,88000,German,1000+,Product
2296,26,M,Berlin,5,Middle,71000,English,1000+,Product
2297,28,M,Berlin,5,Middle,65000,English,101-1000,Product
2298,36,M,Berlin,5,Middle,50000,English,101-1000,Startup
2300,29,M,Milan,4,Middle,37500,Italian,101-1000,Consulting / Agency
2301,32,M,Berlin,10,Middle,65000,English,51-100,Startup
2302,28,M,Munich,5,Middle,56000,English,11-50,Startup
2303,27,M,Berlin,7,Senior,80000,English,101-1000,Startup
2304,33,M,Berlin,16,Senior,83000,English,1000+,Product
2305,34,M,Munich,5,Senior,76500,English,1000+,Product
2306,31,M,Berlin,8,Senior,60000,English,11-50,Product
2307,31,M,Munich,8,Senior,79000,English,1000+,Product
2308,31,M,Berlin,5,Middle,90000,English,101-1000,Product
2309,27,M,Berlin,6,Middle,82000,English,1000+,Product
2310,31,M,Hamburg,9,Middle,50000,German,up to 10,Product
2311,29,M,Berlin,10,Senior,78000,English,11-50,Startup
2312,39,M,Berlin,6,Senior,60000,English,101-1000,Product
2313,35,M,Berlin,10,Senior,75000,English,1000+,Startup
2316,32,M,Berlin,7,Senior,65000,English,51-100,Startup
2317,35,M,Berlin,10,Senior,75000,English,101-1000,Product
2318,28,M,Rome,2,Middle,36000,English,1000+,Product
2319,30,F,Berlin,6,Senior,76000,English,1000+,Product
2320,30,M,Berlin,5,Lead,90000,English,1000+,Product
2321,26,M,Berlin,2,Middle,54000,English,1000+,Product
2322,25,M,Berlin,3,Senior,65000,English,1000+,Product
2323,30,M,Berlin,3,Junior,30000,English,11-50,Product
2324,27,M,Berlin,4,Middle,66000,English,101-1000,Consulting / Agency
2325,28,M,Berlin,7,Head,60000,English,101-1000,Product
2326,22,M,Berlin,4,Middle,63000,English,101-1000,Startup
2327,37,F,Berlin,2,Middle,62000,German,101-1000,Publisher
2328,25,M,Berlin,1,Junior,51000,English,1000+,Product
2331,31,M,Berlin,6,Senior,78000,English,1000+,eCommerce
2333,28,M,Berlin,10,Lead,78000,English,101-1000,Product
2334,25,M,Berlin,5,Senior,57000,English,up to 10,Consulting / Agency
2335,26,F,Berlin,4,Middle,45000,English,101-1000,Startup
2336,29,M,Berlin,3,Middle,43000,English,51-100,Product
2337,22,F,Berlin,4,Middle,39000,English,1000+,Startup
2338,30,M,Berlin,4,Senior,73000,English,101-1000,Product
2339,30,M,Berlin,11,Senior,74000,English,1000+,Product
2340,28,F,Amsterdam,10,Senior,86000,English,1000+,Product
2341,29,M,Berlin,9,Senior,74000,English,1000+,Startup
2342,32,M,Cologne,10,Middle,55000,English,101-1000,Product
2343,36,M,Berlin,4,Middle,40000,English,up to 10,University
2344,32,M,Hamburg,7,Senior,85000,English,101-1000,Product
2345,30,F,Berlin,4,Middle,56000,English,1000+,Product
2346,29,M,Stuttgart ,7,Middle,70000,English,51-100,Product
2347,32,F,Berlin,10,Middle,68000,English,1000+,Product
2348,34,M,Berlin,10,Senior,70000,English,1000+,Product
2349,30,M,Berlin,6,Senior,72000,English,1000+,Startup
2350,40,M,Berlin,15,Head,80000,English,1000+,Product
2351,35,M,Berlin,15,Principal,77000,English,1000+,Product
2352,31,M,Berlin,8,Senior,77000,English,1000+,Product
2353,38,M,Berlin,15,Senior,56000,English,11-50,Product
2354,39,M,Hamburg,10,Senior,80000,English,1000+,Energy 
2355,35,M,Berlin,13,Senior,90000,English,up to 10,Startup
2356,30,F,Berlin,5,Middle,54000,English,11-50,Product
2358,36,M,Berlin,18,Head,98000,English,1000+,Product
2359,41,M,Berlin,20,Senior,93000,English,1000+,Product
2360,41,M,Berlin,18,Lead,100000,English,51-100,Product
2361,28,F,Berlin,6,Senior,70000,English,1000+,Product
2362,33,M,Berlin,10,Lead,75000,English,101-1000,Startup
2363,31,M,Munich,3,Middle,63000,German,51-100,Product
2364,29,M,Berlin,5,Senior,70000,English,1000+,Product
2365,23,M,Berlin,3,Middle,80000,English,1000+,Product
2366,25,M,Berlin,4,Middle,75000,English,11-50,Startup
2367,34,M,Berlin,10,Lead,85000,English,101-1000,Startup
2368,45,M,Berlin,30,Senior,55000,English,11-50,Startup
2369,37,M,Berlin,15,Senior,78000,English,1000+,Product
2370,31,M,Berlin,9,Lead,99000,English,101-1000,Startup
2371,32,M,Amsterdam,15,Senior,90000,English,11-50,Product
2372,45,F,Berlin,15,Lead,52000,English,11-50,Product
2373,42,M,Wroclaw,16,Senior,36000,English,1000+,Product
2374,23,M,Berlin,4,Middle,45000,English,11-50,Product
2375,36,M,Berlin,14,Middle,75000,English,101-1000,Product
2376,40,M,Karlsruhe,20,Lead,85000,English,1000+,Enterprise
2377,28,M,Berlin,7,Senior,95000,English,101-1000,Product
2378,35,M,Frankfurt,15,Senior,63000,German,51-100,Product
2379,37,M,Berlin,12,Senior,102000,English,101-1000,Startup
2380,33,M,Berlin,10,Lead,95000,English,1000+,Product
2381,33,M,Berlin,13,Senior,78600,English,101-1000,Product
2382,31,M,Munich,10,Lead,70000,English,101-1000,Product
2383,31,M,Berlin,4,Middle,67000,English,1000+,Product
2384,28,M,Wolfsburg,3,Middle,42000,English,101-1000,Consulting / Agency
2385,31,M,Boeblingen,6,Senior,53000,English,1000+,Consulting / Agency
2387,25,F,Frankfurt,3,Middle,53000,German,1000+,Product
2388,35,M,Berlin,9,Senior,77000,German,101-1000,Startup
2389,35,M,Berlin,15,Senior,80000,English,11-50,Consulting / Agency
2390,41,M,Berlin,20,Senior,58800,German,1000+,Bloody enterprise
2391,33,M,Berlin,8,Senior,75000,English,1000+,service
2392,33,M,Berlin,13,Senior,85000,English,101-1000,Startup
2393,38,M,Munich,15,Senior,70000,English,11-50,Product
2394,35,M,Berlin,10,Senior,78000,German,up to 10,Product
2395,36,F,Berlin,5,Senior,75000,English,51-100,Startup
2396,49,M,Munich,27,Senior,57000,German,101-1000,Consulting / Agency
2398,32,F,Berlin,6,Lead,75000,English,101-1000,Startup
2399,27,F,Berlin,1,Middle,63000,English,1000+,Product
2400,31,M,Frankfurt,6,Senior,60000,English,51-100,Consulting / Agency
2401,31,M,Paris,8,Senior,60000,English,101-1000,Product
2402,28,M,Cologne,4,Middle,44000,German,101-1000,Product
2403,28,F,Berlin,3,Middle,54500,English,101-1000,Product
2404,27,M,Berlin,2,Lead,90000,English,1000+,Product
2405,29,M,Berlin,8,Head,82500,English,1000+,Product
2406,32,F,Munich,10,Middle,75000,English,11-50,Startup
2407,28,M,Berlin,5,Middle,60000,English,101-1000,Product
2408,34,F,Berlin,13,Principal,108000,English,1000+,Product
2409,38,M,Dublin ,16,Senior,85000,English,101-1000,Product
2410,29,M,Berlin,3,Middle,54000,German,1000+,Utilities
2411,30,M,Stockholm,7,Senior,65000,English,1000+,Product
2412,33,F,Berlin,6,Middle,42000,English,51-100,Product
2413,30,M,Paderborn,6,Junior,51000,German,101-1000,Product
2414,31,M,Berlin,5,Lead,76000,English,51-100,Startup
2415,37,M,Berlin,16,Senior,65000,English,101-1000,Product
2416,32,M,Amsterdam,13,Senior,85000,English,1000+,Bank
2417,32,F,Munich,9,Middle,60000,German,101-1000,Product
2418,40,M,Berlin,13,Head,90000,English,1000+,Product
2419,30,M,Berlin,7,Senior,86000,English,1000+,Product
2420,30,M,Berlin,8,Senior,60000,English,51-100,Product
2421,32,M,Berlin,10,Senior,81000,English,1000+,Product
2422,32,M,Cologne,7,Middle,60000,English,101-1000,Product
2423,34,M,Munich,12,Senior,74000,English,101-1000,Product
2424,43,M,Cologne,10,Senior,57600,German,101-1000,Product
2425,33,M,Munich,13,Senior,70000,English,101-1000,Startup
2426,28,F,Munich,8,Senior,75000,English,101-1000,Product
2427,33,M,Hamburg,11,Senior,65000,English,11-50,Product
2428,33,M,Munich,11,Lead,90000,English,1000+,Product
2429,51,M,Berlin,30,Senior,60000,German,1000+,Consulting / Agency
2430,35,M,Berlin,8,Senior,90000,English,1000+,Product
2431,35,M,Berlin,1,Junior,30000,German,up to 10,Product
2432,33,M,Berlin,10,Senior,90000,English,1000+,Product
2433,28,M,Munich,6,Middle,64000,English,101-1000,Product
2434,21,F,Cologne,2,Middle,50000,,,
2435,25,M,Berlin,2,Middle,44000,English,1000+,Product
2437,32,M,Berlin,10,Lead,80000,English,51-100,Product
2438,32,M,Berlin,9,Lead,73000,English,101-1000,Product
2440,25,M,Berlin,6,Senior,71750,English,1000+,Product
2441,27,F,Berlin,5,Middle,65000,English,51-100,Product
2442,28,M,Frankfurt,7,Senior,80000,English,11-50,Startup
2443,32,F,Munich,8,Senior,60000,English,101-1000,Consulting / Agency
2444,28,M,Karlsruhe,7,Senior,66000,English,1000+,Product
2445,34,M,Berlin,13,Lead,85000,English,101-1000,Product
2446,35,M,Konstanz,10,Middle,65000,English,51-100,Product
2448,33,M,Berlin,9,Senior,81900,English,1000+,Startup
2449,36,M,Berlin,10,Senior,85000,English,1000+,Product
2450,31,F,Ulm,8,Middle,45000,English,101-1000,Product
2451,43,M,Stuttgart,20,Senior,82000,German,1000+,Product
2452,38,M,Berlin,15,Head,100000,English,101-1000,Startup
2453,35,M,Munich,17,Lead,72000,English,1000+,Consulting / Agency
2454,33,M,Düsseldorf ,6,Senior,70000,English,101-1000,Product
2455,33,M,Düsseldorf ,6,Senior,70000,English,101-1000,Product
2456,32,M,Berlin,10,Middle,62000,English,101-1000,Product
2457,43,M,Berlin,21,Lead,83000,German,51-100,Startup
2458,37,M,Stuttgart ,0,Senior,70000,,,
2459,37,M,Berlin,17,Senior,77000,English,1000+,Product
2460,30,M,Stuttgart,8,Middle,71000,English,101-1000,Product
2461,29,M,Berlin,5,Senior,65000,English,101-1000,Product
2463,38,M,Stuttgart ,4,Middle,43000,English,up to 10,Consulting / Agency
2465,29,M,Düsseldorf,6,Middle,55000,German,11-50,Product
2466,35,M,Berlin,12,Senior,63000,English,101-1000,Product
2467,41,M,Munich,19,Senior,75000,English,101-1000,Product
2469,26,F,Dusseldorf,5,Middle,65000,German,up to 10,Startup
2470,32,M,Paris,12,Senior,62000,English,1000+,
2471,30,M,Berlin,6,Middle,65000,English,1000+,Product
2472,26,M,London,3,Middle,37000,English,51-100,Product
2473,35,F,Munich,4,Middle,51000,German,101-1000,Insurance
2474,47,M,Bölingen,25,"no idea, there are no ranges in the firm ",70000,German,11-50,Consulting / Agency
2475,33,M,Berlin,10,Head,93000,English,101-1000,Startup
2476,44,M,Kyiv,15,Head,60000,English,101-1000,Consulting / Agency
2478,32,M,Berlin,13,Senior,70000,English,11-50,Product
2479,33,M,Dusseldorf,2,Lead,70000,English,1000+,Product
2480,32,M,Munich,8,Senior,65000,English,1000+,Product
2481,26,M,Berlin,4,Middle,51000,English,11-50,Consulting / Agency
2484,43,M,Berlin,20,Lead,105000,English,1000+,Product
2485,33,M,Munich,11,Senior,80000,English,101-1000,Product
2486,35,F,Frankfurt,1,Junior,50000,German,51-100,Consulting / Agency
2487,28,M,Munich,5,Middle,72000,German,11-50,Product
2488,36,M,Munich,16,Senior,105000,English,1000+,Product
2489,27,M,Munich,2,Junior,49000,German,11-50,Consulting / Agency
2490,36,M,Berlin,4,Middle,55000,English,101-1000,Product
2491,38,M,Berlin,5,Middle,66000,English,101-1000,Product
2492,28,M,Berlin,6,Middle,85000,English,1000+,Product
2493,25,M,Berlin,8,Senior,85000,English,51-100,Startup
2494,30,M,Berlin,6,Senior,79000,English,1000+,Product
2495,42,F,Berlin,10,Middle,42000,English,11-50,Startup
2496,30,M,Berlin,8,Middle,74000,English,1000+,Product
2497,28,M,Berlin,8,Lead,67000,English,51-100,Startup
2498,32,F,Berlin,9,Middle,74000,English,101-1000,Product
2499,29,M,Berlin,3,Middle,48000,English,51-100,Consulting / Agency
2500,30,F,Karlsruhe,8,Middle,57760,English,11-50,Product
2501,35,M,Berlin,13,Lead,103000,English,101-1000,Startup
2502,33,M,Berlin,10,Senior,74000,English,101-1000,Startup
2503,34,M,Berlin,13,Senior,70000,English,101-1000,Product
2504,25,M,Berlin,6,Senior,86000,English,101-1000,Startup
2505,42,F,Berlin,5,Middle,46000,English,51-100,Product
2508,33,M,Heidelberg,11,Senior,80000,English,101-1000,Research institute
2509,39,M,Cologne,12,Head,75000,German,up to 10,Startup
2510,24,M,Berlin,2,Junior,50000,German,1000+,Product
2511,24,F,Prague,3,Middle,29000,English,11-50,Startup
2512,39,M,Berlin,15,Lead,78000,German,101-1000,Product
2513,33,M,Amsterdam,8,Senior,75000,English,11-50,Product
2514,26,M,Berlin,2,Middle,60000,English,101-1000,Product
2515,29,M,Berlin,6,Middle,70000,English,1000+,Product
2516,29,F,Berlin,5,Middle,55000,English,11-50,Startup
2517,32,M,Prague,8,Senior,36000,Czech,1000+,Product
2518,34,M,Hannover,12,Senior,56000,English,up to 10,Product
2519,30,M,Berlin,9,Head,85000,English,51-100,Startup
2520,31,M,Berlin,7,Middle,80000,English,1000+,Product
2521,33,M,Berlin,8,Senior,75000,English,1000+,Product
2522,31,F,Berlin,1,Junior,57000,English,1000+,Retail
2523,36,M,Frankfurt,16,Middle,65000,German,51-100,Consulting / Agency
2524,30,M,Berlin,7,Middle,80000,English,1000+,Startup
2525,30,M,Berlin,8,Senior,60000,English,up to 10,Consulting / Agency
2527,39,M,Berlin,19,Senior,87000,English,11-50,Startup
2528,30,M,Munich,10,Senior,79000,English,11-50,Product
2529,32,M,Berlin,11,Senior,100000,English,1000+,Product
2530,35,M,Berlin,12,Senior,54000,English,101-1000,Product
2531,34,M,Berlin,6,Senior,80000,English,1000+,Product
2532,26,M,Berlin,4,Middle,60000,English,1000+,Ecommerce
2533,29,M,Helsinki,7,Senior,64000,English,51-100,Consulting / Agency
2535,31,M,Berlin,12,Senior,60000,English,1000+,Product
2536,30,M,Berlin,8,Senior,73000,English,51-100,Startup
2537,33,M,Berlin,10,Senior,80000,English,1000+,Product
2538,28,M,Berlin,6,Middle,83000,English,1000+,Product
2539,33,M,Prague,7,Senior,42000,English,1000+,Product
2540,35,M,Düsseldorf,3,Middle,68000,English,51-100,E-Commerce
2541,35,M,Berlin,16,Senior,100000,English,1000+,Product
2542,31,M,Berlin,8,Senior,80000,English,1000+,Product
2543,32,M,Siegen,13,Junior,48000,English,51-100,Product
2544,38,M,Berlin,15,Senior,75000,English,101-1000,Product
2545,29,M,Berlin,9,Lead,85000,English,101-1000,Product
2546,33,M,Berlin,13,Senior,110000,English,101-1000,Product
2547,30,M,Berlin,7,Senior,70000,English,101-1000,Product
2548,28,M,Berlin,6,Senior,75000,English,11-50,Startup
2549,32,M,Berlin,9,Senior,90000,English,51-100,Startup
2550,39,M,Berlin,10,Senior,85000,English,101-1000,Product
2551,31,M,Minsk,6,Senior,110000,English,11-50,Product
2552,33,M,Berlin,10,Senior,110000,English,101-1000,Product
2553,30,M,Berlin,8,Senior,68000,English,51-100,Startup
2554,39,F,Munich,11,Lead,93000,German,1000+,Product
2555,30,F,Düsseldorf ,2,Junior,45000,English,1000+,Product
2556,37,M,Munich,15,Senior,80000,German,51-100,Consulting / Agency
2557,42,M,Berlin,20,Senior,65000,English,101-1000,Startup
2558,28,M,Munich,6,Middle,65000,English,51-100,Consulting / Agency
2559,31,M,Nuremberg,9,Middle,60000,English,1000+,Product
2561,34,F,Berlin,0,Senior,60000,German,1000+,Product
2562,38,M,Berlin,15,Head,80000,English,101-1000,Product
2563,35,M,Berlin,20,Lead,85000,English,11-50,Product
2564,31,M,Munich,14,Senior,75000,English,101-1000,Consulting / Agency
2565,37,M,Berlin,11,Senior,73000,English,101-1000,Product
2566,37,M,Berlin,12,Lead,90000,English,11-50,Product
2567,34,M,Berlin,9,Senior,80000,English,1000+,Product
2568,25,M,Marseille,1,Junior,42000,English,up to 10,Startup
2569,42,M,Friedrichshafen,20,Senior,70000,English,101-1000,Product
2570,35,F,Berlin,13,Senior,85000,English,101-1000,Product
2571,37,M,Berlin,8,Middle,54000,German,101-1000,Product
2572,33,F,Berlin,8,Senior,77000,English,1000+,Product
2573,26,F,Moscow,6,Senior,33000,Russian,101-1000,Product
2574,46,M,Stuttgart,13,Middle,70000,English,1000+,Product
2575,30,M,Berlin,11,Senior,80000,English,101-1000,Product
2576,34,M,Berlin,13,Lead,65000,English,51-100,Product
2577,35,M,Berlin,15,Senior,85000,English,11-50,Product
2578,27,M,Berlin,4,Senior,70000,English,11-50,Startup
2579,31,M,Berlin,7,Lead,80000,English,1000+,Product
2580,24,M,Berlin,2,Junior,60000,German,up to 10,Consulting / Agency
2581,28,M,Berlin,7,Senior,90000,English,101-1000,Startup
2582,42,M,Berlin,18,Middle,53000,English,11-50,Product
2583,27,M,Berlin,5,Middle,55000,English,51-100,Product
2584,30,M,Hannover,5,Middle,45000,English,up to 10,Startup
2586,26,M,Berlin,2,Middle,58000,English,1000+,Consulting / Agency
2587,37,M,Walldorf,15,Lead,80000,English,1000+,Product
2590,26,F,Berlin,0,Middle,40000,English,101-1000,Product
2591,30,M,Hamburg,5,Head,80000,English,11-50,Startup
2592,44,M,Frankfurt,10,Senior,75000,Russian,101-1000,Product
